实体名称,实体类型,制裁项目,依据法规,制裁原因,国家,来源,数据源,同步日期
Dmitrii Aleksandrovich Baranov,个人,US-RUSHAR,制裁,别名: Dmitry Aleksandrovich Baranov,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50263,us_ofac_sdn,2026-06-19
Mohamad Majd Deiry,个人,US-BRUS,制裁,别名: Mohamad Majd Hussen Deiry; Muhammad Husayn Dayri,sy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48383,us_ofac_sdn,2026-06-19
AO Воркутауголь,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45014,us_ofac_sdn,2026-06-19
Opytno Konstruktorskoe Byuro Pribor,组织,US-RUSHAR,制裁,别名: OKB Pribor; Pribor Open Design Bureau,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50900,us_ofac_sdn,2026-06-19
ASF DEVELOPMENT LIMITED LIABILITY COMPANY,组织,US-RUSHAR,制裁,别名: OOO ASF Razvitie,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50762,us_ofac_sdn,2026-06-19
Naima Mohamed NYAKINIYWA,个人,US-NARCO,制裁,,ke,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12753,us_ofac_sdn,2026-06-19
Interpolytrade Limited Company,组织,US-RUSHAR,制裁,别名: Interpolitreid OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40945,us_ofac_sdn,2026-06-19
میثم امام جمعه,个人,US-IRAN,制裁,别名: Meisam EMAMJOME,ir; gb; ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=52498,us_ofac_sdn,2026-06-19
Arta Wave Sdn Bhd,组织,US-IRAN,制裁,,my; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46923,us_ofac_sdn,2026-06-19
"EL PALOMAR CAR WASH, S.A. DE C.V.",组织,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13012,us_ofac_sdn,2026-06-19
AKTSIONERNOE OBSHCHESTVO PLUTON,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44869,us_ofac_sdn,2026-06-19
BLUE LAGOON GROUP LTD.,组织,US-TERR,制裁,别名: BLUE LAGOON Ali Kanso Group Ltd.; BLUE LAGOON Group,sl,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23665,us_ofac_sdn,2026-06-19
FU YUAN YU 8650,船只,US-GLOMAG,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33759,us_ofac_sdn,2026-06-19
CEPHEUS,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51735,us_ofac_sdn,2026-06-19
Primeiro Comando Da Capital,组织,US-NARCO,制裁,,br,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=31632,us_ofac_sdn,2026-06-19
P-537,Airplane,US-NK,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20542,us_ofac_sdn,2026-06-19
Inmobiliaria Universal Deja Vu S.A. De C.V.,组织,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49749,us_ofac_sdn,2026-06-19
محمد ‫‫شفیع پور‬‬,个人,US-IRAN,制裁,别名: Muhammad Shafi' Pur; Mohammad Shafi'Pur,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=55019,us_ofac_sdn,2026-06-19
Mokhtar BOUCHOUCHA,个人,US-TERR,制裁,别名: Mokhtar BUSHUSHA; Al-Mokhtar Ben Mohamed Ben Al-Mokhtar BOUCHOUCHA,it,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7205,us_ofac_sdn,2026-06-19
الدبية 383 ش.م.ل.,组织,US-TERR,制裁,,lb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42278,us_ofac_sdn,2026-06-19
Ostec Enterprise Ltd,组织,US-RUSHAR,制裁,别名: Predpriyatie Ostek,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42864,us_ofac_sdn,2026-06-19
"COMERCIALIZADORA AMIA, S.A. DE C.V.",组织,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9387,us_ofac_sdn,2026-06-19
RN VANKOR,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51538,us_ofac_sdn,2026-06-19
Fjord Seal,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51580,us_ofac_sdn,2026-06-19
Aliakbar Rashidi-Barjini,个人,US-CYB,制裁,别名: Ali Akbar Rashidi,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=38417,us_ofac_sdn,2026-06-19
Milad Mirzabeygi,个人,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26396,us_ofac_sdn,2026-06-19
ETERRA CRUDE OIL ABROAD TRADING LLC,组织,US-RUSHAR,制裁,,ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51914,us_ofac_sdn,2026-06-19
AEOLUS,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54866,us_ofac_sdn,2026-06-19
Peter Mikhailovich Bobylev,个人,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51672,us_ofac_sdn,2026-06-19
Alstone Investment AG,组织,US-RUSHAR,制裁,别名: Alstone Investment SA; Alstone Investment Ltd,fr; ch,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=38536,us_ofac_sdn,2026-06-19
PUBLIC JOINT STOCK SOCIAL COMMERCIAL BANK OF PRIMORYE PRIMSOTSBANK,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51744,us_ofac_sdn,2026-06-19
Waleed Khaled Hameed Al-Samarra'i,个人,US-IRAN,制裁,别名: Waleed Khaled Hameed Hameed,ae; kn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=55082,us_ofac_sdn,2026-06-19
محاسن محمود مرتضى,个人,US-TERR,制裁,别名: Mohasen Mahmoud Mortada,lb; tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=53196,us_ofac_sdn,2026-06-19
Auroura,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56567,us_ofac_sdn,2026-06-19
MARLENA TRADING LIMITED,组织,US-IRAN,制裁,,hk; cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54245,us_ofac_sdn,2026-06-19
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БРОКЕР ЭКСПЕРТ,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44804,us_ofac_sdn,2026-06-19
Hamid Eidi Ashjerdi,个人,US-IRAN,制裁,别名: Hamid Eydi Ashjerdi,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48784,us_ofac_sdn,2026-06-19
Hoeryong Shipping Co Ltd,组织,US-NK,制裁,,kp,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19574,us_ofac_sdn,2026-06-19
Theodoros,船只,US-LIBYA,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23422,us_ofac_sdn,2026-06-19
Общество С Ограниченной Ответственностью Современные Горно Транспортные Технологии,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48887,us_ofac_sdn,2026-06-19
Avanfort OOO,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=35327,us_ofac_sdn,2026-06-19
Muhammad Ali Sayid Ahmad,个人,US-TERR,制裁,别名: Mohammad Ali Saeed,sy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27327,us_ofac_sdn,2026-06-19
FC Akhmat Grozny,组织,US-GLOMAG,制裁,别名: Akhmat Grozny; RFK Akhmat; RFK Akhmat Grozny,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30609,us_ofac_sdn,2026-06-19
Aleksey Petrovich Sosonnyy,个人,US-RUSHAR,制裁,别名: Олексiй Петрович Сосонний; Aleksej Petrovich Sosonnyj; Oleksiy Petrovych Sosonnyy,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37725,us_ofac_sdn,2026-06-19
Sorayya Mehri Hajibaba,个人,US-IRAN,制裁,别名: Sorayya Mehri Hajji Baba,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57178,us_ofac_sdn,2026-06-19
Black Diamond SARL,组织,US-TERR,制裁,,lb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44523,us_ofac_sdn,2026-06-19
Mekong Potable Water Construction Import Export Co Ltd,组织,US-CYB,制裁,别名: MEPOWACIMEX,kh,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57203,us_ofac_sdn,2026-06-19
Africa Politology,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40577,us_ofac_sdn,2026-06-19
LLC Vest-Ost,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=41960,us_ofac_sdn,2026-06-19
JSC Scientific and Technical Center Zaslon,组织,US-RUSHAR,制裁,别名: Zaslon Science and Technology Center,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39184,us_ofac_sdn,2026-06-19
Pyotr Aleksandrovich Bychkov,个人,US-CYB,制裁,别名: Petr Alexandrovich Bychkov; Peter Alexandrovich Bichkov,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=31166,us_ofac_sdn,2026-06-19
Axel Bladimir Montejo Saenz,个人,US-NARCO,制裁,,gt,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32453,us_ofac_sdn,2026-06-19
K B Hotel Co Ltd,组织,US-CYB,制裁,别名: KB Hotel and Casino; KB Hotel; Kaibo Hotel,kh,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54172,us_ofac_sdn,2026-06-19
INTELLEKT LLC,组织,US-NK,制裁,别名: INTELLEKT OOO,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=36217,us_ofac_sdn,2026-06-19
"RIM Group Investments, Corp.",组织,US-VEN,制裁,,us,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26201,us_ofac_sdn,2026-06-19
أحرار الشرقية,组织,US-SYR-REL,制裁,别名: Ahrar al-Sharqiyeh; Ahrar al-Sharqiah; Ahrar al-sharqiyah,sy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27763,us_ofac_sdn,2026-06-19
Victor Andryukhin,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42185,us_ofac_sdn,2026-06-19
Abdirahman Fahiye Isse Mohamud,个人,US-TERR,制裁,别名: Abd-al-Rahman Fahiye 'Isa,so,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39643,us_ofac_sdn,2026-06-19
C.M.V. CARNES S.A.S.,组织,US-NARCO,制裁,,co,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20209,us_ofac_sdn,2026-06-19
EP-IBQ,Airplane,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25547,us_ofac_sdn,2026-06-19
LIMITED LIABILITY COMPANY SOL GROUP,组织,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50351,us_ofac_sdn,2026-06-19
Sa'ad BIN LADEN,个人,US-TERR,制裁,别名: Sad BIN LADEN; Sa'ad Muhammad Awad ABUD; Muhammad AWAD,sd,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11378,us_ofac_sdn,2026-06-19
N.I.T.C. REPRESENTATIVE OFFICE,组织,US-IRAN,制裁,别名: NATIONAL IRANIAN TANKER COMPANY,nl,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15119,us_ofac_sdn,2026-06-19
ILAM PETROCHEMICAL COMPANY,组织,US-NON-PROLIF,制裁,别名: Ilam Petrochemical; Ilam Petrochemical Industries; Ilam Petrochemical Co,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26837,us_ofac_sdn,2026-06-19
Carlos Alberto CALDERON CHIRINOS,个人,US-VEN,制裁,,ve,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27724,us_ofac_sdn,2026-06-19
"NARANJO ABAJO, S.A.",组织,US-NARCO,制裁,,pa,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19150,us_ofac_sdn,2026-06-19
Ostap Sheremeta,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32971,us_ofac_sdn,2026-06-19
Al Anchor Ship Management FZE,组织,US-IRAN,制裁,,ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=47308,us_ofac_sdn,2026-06-19
Jose Saul Rodriguez Hernandez,个人,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49765,us_ofac_sdn,2026-06-19
Rachid FETTAR,个人,US-TERR,制裁,,it,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7833,us_ofac_sdn,2026-06-19
Gholamreza BAGHBANI,个人,US-NARCO,制裁,别名: Qolam Reza BAQBANI; Mohammad Akhusa BAQBANI,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12788,us_ofac_sdn,2026-06-19
Ryujong Credit Bank,组织,US-NK,制裁,,kp,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56037,us_ofac_sdn,2026-06-19
Aura Lines Inc.,组织,US-IRAN,制裁,,mh,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56956,us_ofac_sdn,2026-06-19
Motojen,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25878,us_ofac_sdn,2026-06-19
BPT SHIPPING CO L.L.C,组织,US-IRAN,制裁,,ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54885,us_ofac_sdn,2026-06-19
Timur Badr,个人,US-RUSHAR,制裁,别名: Timur Soubhovic Badr,ae; ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51199,us_ofac_sdn,2026-06-19
Tose-e Donya Shahr Kohan Company,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25635,us_ofac_sdn,2026-06-19
VIANA,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25272,us_ofac_sdn,2026-06-19
Rain Trade Gida Ic Ve Dis Ticaret Limited Sirketi,组织,US-TERR,制裁,,tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37450,us_ofac_sdn,2026-06-19
METAL & MINERAL TRADE S.A.R.L.,组织,US-IRAN,制裁,别名: METAL AND MINERAL TRADE (MMT); MMT LUXEMBURG; METAL AND MINERAL TRADE S.A.R.L.,lu,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11610,us_ofac_sdn,2026-06-19
NAUCHNO ISSLEDOVATELSKI INSTITUT KHIMICHESKIKH ISTOCHNIKOV TOKA AKTSIONERNOE OBSHCHESTVO,组织,US-RUSHAR,制裁,别名: AKTSIONERNOE OBSHCHESTVO NIIKHIT; NIIHIT 2 JOINT STOCK COMPANY,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46443,us_ofac_sdn,2026-06-19
TIMON,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54828,us_ofac_sdn,2026-06-19
Mohammad FAKHRZADEH,个人,US-IRAN,制裁,别名: Mohammad Fakhr Zadeh,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27032,us_ofac_sdn,2026-06-19
PETRA NAVIGATION & INTERNATIONAL TRADING CO. LTD.,组织,US-IRAQ,制裁,别名: AL PETRA COMPANY FOR GOODS TRANSPORT LTD; PETRA NAVIGATION AND INTERNATIONAL TRADING CO. LTD.,iq,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8395,us_ofac_sdn,2026-06-19
Galina Olegovna Ulyutina,个人,US-RUSHAR,制裁,别名: Galina Ulyutina; Galina Olegovna Solovieva,ru; bg,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34380,us_ofac_sdn,2026-06-19
Mohammad Reza Ostad,个人,US-CAATSA,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39710,us_ofac_sdn,2026-06-19
ADMINISTRADORA DEL ORIENTE,组织,US-NARCO,制裁,别名: ESTACION GUADALUPE; HOTEL REGENTE,gt,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13434,us_ofac_sdn,2026-06-19
Haytham Ahmad Shukri Ahmad Al-Maghrabi,个人,US-TERR,制裁,别名: Haytham Ahmed Shukri Ahmad Elmaghraby; Haytham Ahmed S.A. Elmaghraby; Haytham Ahmed Shokry Ahmed Elmaghraby,eg; br,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34276,us_ofac_sdn,2026-06-19
Iranian Ghadir Iron & Steel Co.,组织,US-IRAN,制裁,别名: IRANIAN GHADIR IRON AND STEEL CO.,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28295,us_ofac_sdn,2026-06-19
Moris Alexander BERCIAN MANCHON,个人,US-TCO,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15970,us_ofac_sdn,2026-06-19
ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,组织,US-TERR,制裁,别名: GLOBAL TRADING GROUP NV; Global Trading Group,be; bj; sl; ci; gm,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=24390,us_ofac_sdn,2026-06-19
KUM SONG 7,船只,US-NK,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23162,us_ofac_sdn,2026-06-19
Stars Group Holding,组织,US-TERR,制裁,别名: Stars Group Sal (Holding); Stars Group Holding SAL,lb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17039,us_ofac_sdn,2026-06-19
YV2969,Airplane,US-VEN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28421,us_ofac_sdn,2026-06-19
Mohammad ALI NOORINAJAD,个人,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28923,us_ofac_sdn,2026-06-19
Sergey Sergeyevich Alekseyev,个人,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=47290,us_ofac_sdn,2026-06-19
Aristides Manuel MESA PAEZ,个人,US-NARCO,制裁,,co,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16464,us_ofac_sdn,2026-06-19
AL ZAROONI EXCHANGE,组织,US-TCO,制裁,别名: M/S. AL ZAROONI EXCHANGE; ALZROONI EXCHANGE,ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18539,us_ofac_sdn,2026-06-19
NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE TRIM SSHP IZMERITELNYE SISTEMY,组织,US-RUSHAR,制裁,别名: NPP TRIM SSHP Izmeritelnye Sistemy; Scientific Production Enterprise TRIM SSHP Measuring Systems,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50744,us_ofac_sdn,2026-06-19
HORIZON,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15060,us_ofac_sdn,2026-06-19
Juvenis,船只,US-TERR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51318,us_ofac_sdn,2026-06-19
عادل محمد منصور,个人,US-TERR,制裁,别名: Adil Mansur,lb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39959,us_ofac_sdn,2026-06-19
LNG Gamma Shipping PTE LTD,组织,US-RUSHAR,制裁,别名: SCF NYK Gamma Shipping Pte Ltd,sg,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51284,us_ofac_sdn,2026-06-19
Adnan Talib Hassim AL-AMIRI,个人,US-IRAQ,制裁,,gb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8313,us_ofac_sdn,2026-06-19
Lou Trading and Investment Company Limited,组织,US-GLOMAG,制裁,别名: Lou Trading and Investment Company LTD; Lou Trading and Investment CO LTD,ss,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27589,us_ofac_sdn,2026-06-19
Hyok Chol Kim,个人,US-NK,制裁,别名: Hyo'k-ch'o'l Kim,cn,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22995,us_ofac_sdn,2026-06-19
Ahmed Hasan Ali Sulaiman Mataan,个人,US-TERR,制裁,别名: Ahmad Matan Hassan Ali Sulaiman,ye,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39318,us_ofac_sdn,2026-06-19
ARCTICA 1,船只,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48816,us_ofac_sdn,2026-06-19
Bonjoure International FZCO,组织,US-IRAN,制裁,,ae,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56407,us_ofac_sdn,2026-06-19
Limited Liability Company RevolEMC,组织,US-RUSHAR,制裁,别名: Revolems,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49284,us_ofac_sdn,2026-06-19
HAMOON SEPAHAN INVESTMENT,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25904,us_ofac_sdn,2026-06-19
NAUCHNO PROIZVODSTVENNOE OBYEDINENIE GRAN,组织,US-RUSHAR,制裁,别名: Limited Liability Company Nauchno Proizvodstvennoe Obyedinenie Gran; NPO Gran; Gran Scientific and Production Association,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49944,us_ofac_sdn,2026-06-19
LIMITED LIABILITY COMPANY HOLDING CHOOSE RADIO,组织,US-RUSHAR,制裁,别名: OOO Kholding Vyberi Radio,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45974,us_ofac_sdn,2026-06-19
HARAZ SHIPPING COMPANY LIMITED,组织,US-IRAN,制裁,,cy,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15126,us_ofac_sdn,2026-06-19
Hector CONTRERAS NOVOA,个人,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11700,us_ofac_sdn,2026-06-19
Imad Mohamad Bezz,个人,US-TERR,制裁,别名: Imad Biz; Imad Beiz; 'Imad Muhammad Bayz,lb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54585,us_ofac_sdn,2026-06-19
Salim Borji,个人,US-IRAN,制裁,别名: Salim Borji Soumeh,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27027,us_ofac_sdn,2026-06-19
BANK MASKAN,组织,US-IRAN,制裁,别名: HOUSING BANK - OF IRAN,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=4633,us_ofac_sdn,2026-06-19
Port Olya-2,船只,US-RUSHAR,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37104,us_ofac_sdn,2026-06-19
Andre RODRIGUEZ FERNANDEZ,个人,US-NARCO,制裁,,mx,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12091,us_ofac_sdn,2026-06-19
Aleksandr Yevgenyevich Pentya,个人,US-UKRRUS-REL,制裁,别名: Alexander Pentya,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23560,us_ofac_sdn,2026-06-19
KAROUN PETROCHEMICAL COMPANY,组织,US-NON-PROLIF,制裁,别名: KRNPC; Karoon Petrochemical; Karoon Petrochemical Co,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26840,us_ofac_sdn,2026-06-19
Alberto Alexander MATHEUS MELENDEZ,个人,US-VEN,制裁,,ve,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51087,us_ofac_sdn,2026-06-19
Cement Industry Investment and Development Company,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25423,us_ofac_sdn,2026-06-19
Heavy Industrial Fuels SAL HIF,组织,US-TERR,制裁,别名: Heavy Industrial Fuels; Heavy Industrial Fuels S.A.L. (HIF),lb,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50516,us_ofac_sdn,2026-06-19
Obshchestvo S Ogranichennoi Otvetstvennostyu NEOBIT,组织,US-CAATSA,制裁,"别名: NEOBIT, OOO",ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=31414,us_ofac_sdn,2026-06-19
Mikhail Ilyich Pavlyuk,个人,US-RUSHAR,制裁,,am; ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=38799,us_ofac_sdn,2026-06-19
Ahmed Brahimi,个人,US-TERR,制裁,别名: Ahmad Al-Ubrahimi; Ahmed Ibrahim,dz,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=53913,us_ofac_sdn,2026-06-19
Qari Ayyub BASHIR,个人,US-TERR,制裁,别名: Ayob BASHIR; Alhaj Qari Ayub BASHAR; Qari Muhammad AYUB,pk,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15518,us_ofac_sdn,2026-06-19
LALEH PETROCHEMICAL COMPANY,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40762,us_ofac_sdn,2026-06-19
Ilya Loginov,个人,US-UKRRUS-REL,制裁,别名: Ilya Alekseyevich Loginov; Илья Алексеевич Логинов,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27144,us_ofac_sdn,2026-06-19
U-Stone Limited EOOD,组织,US-RUSHAR,制裁,别名: Ю-Стоун Лимитед; U-Stone Limited,bg,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40484,us_ofac_sdn,2026-06-19
GLOBAL DOMINANCE,船只,US-IRAN,制裁,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=53906,us_ofac_sdn,2026-06-19
ECOSEAS MARITIME LIMITED,组织,US-IRAN,制裁,,lr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57870,us_ofac_sdn,2026-06-19
RG REAL ESTATE DEVELOPMENT GMBH & CO. KG,组织,US-GLOMAG,制裁,别名: RG REAL ESTATE DEVELOPMENT GMBH and CO. KG,de,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44243,us_ofac_sdn,2026-06-19
Василий Александрович Колчанов,个人,US-NK,制裁,别名: Vasily Kolchanov; Vasiliy Aleksandrovich Kolchanov,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=24517,us_ofac_sdn,2026-06-19
ISIL-Saudi Arabia,组织,US-TERR,制裁,别名: ISIS in Saudi Arabia; Wilayat al-Haramayn; Islamic State of Iraq and the Levant-Saudi Arabia,kw; sa,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19889,us_ofac_sdn,2026-06-19
Pars Tile Company,组织,US-IRAN,制裁,,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30392,us_ofac_sdn,2026-06-19
Andrey Grigoryevich Areshev,个人,US-FORINT,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=35135,us_ofac_sdn,2026-06-19
Denis Valentinovich KAMYSHEV,个人,US-RUSHAR,制裁,,ru,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=36996,us_ofac_sdn,2026-06-19
Damavand Mining,组织,US-IRAN,制裁,别名: Damavand Mining Public Joint Stock Company,ir,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=30379,us_ofac_sdn,2026-06-19
Dini Ramadhani,个人,US-TERR,制裁,,id; tr,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37181,us_ofac_sdn,2026-06-19
